row_id,content,theme,sentiment_word,sentiment_anls,
1502,贵死了，到超市买要便宜很多！,NULL;NULL;NULL;,便宜;很多;贵;,1;1;-1;,
1503,坑货&hellip;吃了拉了我两天&hellip;,货;,坑;,-1;,
1504,挺好的，继续用着，就是不知道费不费电,NULL;费电;,挺好;费;,1;-1;,
1505,收到貨后，包装居然破了个洞，里面的锡纸好像被动过，给人的感觉很不爽，我一直对卓越很信赖的，这次是最差的,NULL;感觉;NULL;NULL;包装;,卓越;不爽;差;信赖;破;,1;-1;-1;1;-1;,
1506,根本就不好用，有刺鼻的气味，用了2次就给扔了，实在是受不了那味道了,味道;NULL;气味;,受不了;不好用;刺鼻;,-1;-1;-1;,
1507,买回来儿子非常高兴，很漂亮，质量蛮好，以后还会在来,NULL;质量;NULL;,漂亮;蛮好;高兴;,1;1;1;,
1508,一般，虽然不贵，没有单只的推荐，不如这个价买一只不错的了！为了写对联买的。懒得退货,NULL;价;NULL;NULL;,没有推荐;不错;不贵;一般;,-1;1;1;0;,
1509,一般般啦，没有以前的好了，这个价位不建议大家买,NULL;NULL;,一般般;没有好;,0;-1;,
1510,鞋子质量很好，穿着舒服，价格合适,价格;质量;穿着;,合适;很好;舒服;,1;1;1;,
1511,不错，看着很高档，内容量也大。,NULL;看着;,不错;很高;,1;1;,
1512,感觉有点假,感觉;,假;,-1;,
1513,不得不说，京东送货的速度挺快的。价格小贵，膜还没贴质量有待检验,速度;价格;,挺快;小贵;,1;-1;,
1514,很满意的一次购物，美观大方，降温很快，并且还是一级能效哟,购物;NULL;降温;,满意;美观大方;很快;,1;1;1;,
1515,酷毙了，很漂亮，很值得入手,NULL;NULL;,漂亮;值得;,1;1;,
1516,边上不知道什么胶了，比较失望，等待下午给我换,NULL;,失望;,-1;,
1517,慢，服务差差差差非常差,NULL;服务;,慢;差;,-1;-1;,
1518,用着一般吧，还能用,用着;NULL;,一般;能用;,0;1;,
1519,真的好用 头发多打结都能梳开 很顺,NULL;,好用;,1;,
1520,给婆婆买的，物流很快，服务也很好！直接送到村口了！,服务;物流;,很好;很快;,1;1;,
1521,试用了3天  外观大气漂亮   空间大   声音小  物有所值  全5分[追评],外观;NULL;NULL;,大气;漂亮;物有所值;,1;1;1;,
1522,我在莎莎店里买过，和这个价格差不多，可是比这个大，里面有60片眼膜， 而且莎莎店里卖的眼膜颜色是白色的，这个很小，而且眼膜颜色偏绿,NULL;价格;,很小;差不多;,1;0;,
1523,很满意的一次大件商品网购，冰箱噪音很小，超赞！,商品;噪音;NULL;,满意;很小;超赞;,1;1;1;,
1524,不太好使，买回来就用了两三次,NULL;,不太好;,-1;,
1525,已安装好，但还没试机，[追评],安装;,好;,1;,
1526,挺好用的，气味有点不像止汗液的味道。 个人感觉还是不如妮维雅的那款,NULL;,挺好;,1;,
1527,就是这耳机，买两个都掉这里，维修还得来回邮寄，你们都不能，发两个配件过来，就那么简单的一个小盖子，操，，，垃圾，京东,NULL;NULL;,简单;垃圾;,1;-1;,
1528,觉得还是蛮好的，不起痘痘了,觉得;NULL;,蛮好;不起痘;,1;1;,
1529,.  非常满意的一次购物!!!,购物;,满意;,1;,
1530,假货！用过好多，京东第一次购买，没有防伪标志，和以前的不一样，不出泥！头一次在京东买到假货！！！,NULL;京东;,假货;假货;,-1;-1;,
1531,货都发错了，明明买的是六双的，结果给我发了五双的，工作也太不负责了,货;工作;,发错;不负责;,-1;-1;,
1532,怎么会有这样的衣服，太差太差，网购 真不可信。差得要命，还*看**都不值,NULL;NULL;NULL;,不值;太差;要命;,-1;-1;-1;,
1533,这瓶对治疗痘痘、痘痕一点用都没有，虽然没有味道，感觉很环保，但是完全没有效果。,感觉;,环保;,1;,
1534,辣鸡，没用多久就坏了,NULL;,坏;,-1;,
1535,只能说有声音，音质就不要指望了。声音很单薄，解析粗糙，厚度、力度、空间感什么的一概没有。<br/>当作网络通话什么的还是可以的，至少听清楚说话的声音是没问题的。或者看个优酷什么的也没问题，反正那种视频短片也没什么音质可言。<br/>是618活动抽的*抵用券，等于是赠品，能当个玩具就不错了。,玩具;网络通话;声音;说话;NULL;,不错;可以;单薄;清楚;粗糙;,1;1;-1;1;-1;,
1536,好相机应该配这个,相机;,好;,1;,
1537,自己原先就有一个，用着感觉不错，所以又帮朋友买了一个,感觉;,不错;,1;,
1538,有点卡，不知为什么会这样,NULL;,卡;,-1;,
1539,差评。。。慢死了,NULL;,差评;,-1;,
1540,感觉还不错，值得购买,购买;感觉;,值得;不错;,1;1;,
1541,手机壳左上角已经裂开！还没有手机厚，怎么保护手机？材质也不好&hellip;&hellip;懒得去退货了！凑合用吧！,手机壳;材质;NULL;手机;,裂开;不好;凑合;厚;,-1;-1;0;0;,
1542,不错，是未激活版，一直想更新，如愿以偿。发货速度快，值得信赖。,NULL;NULL;NULL;发货速度;,不错;信赖;值得;快;,1;1;1;1;,
1543,同一天下单的都收到并安装好几天了！就差这一件了！发货速度太慢了,NULL;发货速度;,差;慢;,-1;-1;,
1544,电池续航: 续航刚开始还很好，不知道时间长了怎么样 拍照效果: 效果很好 运行速度: 运行速度很好 显示效果: 试了一下还可以 总结: 总体来说还可以，先试一段时间在来评价[追评],续航;运行速度;时间;NULL;效果;总体;,很好;很好;长;还可以;很好;还可以;,1;1;1;1;1;1;,
1545,@小桀，机器到手使用OK。,使用;,ok;,1;,
1546,本人感觉是正品，不过我用着偶尔会有些刺痛感，是肤质和肌肤状况的问题。绿色的水，小黄瓜的味道，清爽保湿。夏天油皮的宝贝啊。,感觉;保湿;,正品;清爽;,1;1;,
1547,差评 ，做工极差。垃圾，*的地摊货都还好点。,NULL;NULL;NULL;做工;NULL;,地摊货;还好;差评;极差;垃圾;,-1;1;-1;-1;-1;,
1548,声音好小,声音;,好;,1;,
1549,很满意，寄送过去1天就回来了。手机回来用了都忘了给店家付款都不记得手机换过东西哈哈。[追评],NULL;,满意;,1;,
1550,挺好的，给老爸的。,NULL;,挺好;,1;,
1551,还可以，小孩蛮喜欢的，高兴,NULL;NULL;NULL;,高兴;喜欢;还可以;,1;1;1;,
1552,试用了几天感觉还行，就是不知道能用多久了,感觉;NULL;,还行;能用;,1;1;,
1553,垃圾太小了,NULL;,垃圾;,-1;,
1554,没有评论里的那么好，,评论;,好;,1;,
1555,用了很有质感，比泡沫型的好，没长痘痘……,NULL;泡沫;NULL;,有质感;型;好;,1;1;1;,
1556,必须吐槽一下，非常不满意的一次购物，开箱时感觉很粘，仔细看才发现是底部冻裂了，包装太简陋，任何措施都没有，我自身也有问题，大腊月的邮什么乳液呢，这边都零下二十几度了，没办法，倒瓶吧,包装;购物;NULL;,简陋;不满意;有问题;,-1;-1;-1;,
1557,送朋友的，说是还不错???！,NULL;,不错;,1;,
1558,非常好！性价比超级高！,NULL;性价比;,好;高;,1;1;,
1559,发过来的不是图片的颜色 是紫色带蓝边。不好看，非常厚，不喜欢,NULL;NULL;NULL;,不好;不喜欢;厚;,-1;-1;0;,
1560,用了几天才来评价，用着挺好的，一次愉快的购物,购物;用着;,愉快;挺好;,1;1;,
1561,很满意，安装师傅很热心,安装师傅;NULL;,热心;满意;,1;1;,
1562,这质量不太好，还有线疙瘩，大家自己看着买吧！,有线;质量;,疙瘩;不太好;,-1;-1;,
1563,老人用的，还可以，就是里面的护栏不太科学,NULL;,还可以;,1;,
1564,不够十六G的，有点失望。,NULL;,失望;,-1;,
1565,之前在你们京东买了两部华为一部电磁不行退了，一部用了不到三个月一大推问题现在寄回去你们那里返修了，两千多块的荣耀6plus没想到跟几百块钱的机子没多大区别，因为寄回去没机子用才买这部的，如果再有问题真的以后都不会跟京东有任何联系了～大失所望！,电磁;NULL;,不行;大失所望;,-1;-1;,
1566,很喜欢花王的产品，好用,产品;NULL;,喜欢;好用;,1;1;,
1567,电视买回来放了1月，发现电视右边有个星星一样的小点，刚刚开机很明显,开机;,明显;,0;,
1568,刚喷的时候感觉香味比较浓，但是过一会儿后气味基本就没有了（个人不喜欢香气过于浓郁的产品）。感觉定型效果还不错， 用后头发自然蓬松，头发不会硬邦邦。,NULL;香气;头发;产品;气味;定型效果;头发;,蓬松;过于;不会硬邦邦;浓郁;喜欢;不错;自然;,0;-1;1;1;1;1;1;,
1569,冷藏柜大小合适，外观是我想要的，满意,大小;NULL;,合适;满意;,1;1;,
1570,宝贝已收到。手机后壳很漂亮，我很喜欢。里边还有螺丝刀，还有几个小螺丝，卖家很贴心啊很耐心。,卖家;后壳;NULL;NULL;,贴心;漂亮;喜欢;耐心;,1;1;1;1;,
1571,方便，很快,NULL;NULL;,很快;方便;,1;1;,
1572,真的很次品,NULL;,很次;,-1;,
1573,"刚买完安装用的不到十天就**的降了400多,太不靠谱了",NULL;,不靠谱;,-1;,
1574,东西还不错，质量还可以。,东西;质量;,不错;还可以;,1;1;,
1575,包装完后，保质期是2017年，还算新鲜,NULL;,新鲜;,1;,
1576,还没有，但是看起来还不错。包装的很好。和我上次买的看起来一样。亚马逊的包装一贯都是不错的。这款沐浴乳特别的耐用，一瓶一个人用的话可以用大半年。有淡淡的水果香味，泡沫特别的丰富，黏稠。,包装;沐浴乳;水果;看起来;包装;NULL;泡沫;,不错;耐用;淡淡的;不错;很好;可以;丰富;,1;1;1;1;1;1;1;,
1577,很满意，大小刚好，服务一流物流也很快，给赞,大小;NULL;服务;物流;NULL;,刚好;赞;一流;很快;满意;,1;1;1;1;1;,
1578,就当买了个破烂。?,NULL;,破烂;,-1;,
1579,开始还行，后来就没效果了,NULL;,还行;,1;,
1580,?非常愉快的一次购物。物流很快，手机也是正品，非常好用。,购物;物流;NULL;手机;,愉快;很快;好用;正品;,1;1;1;1;,
1581,性价比较高吧，下单后可以预约配送时间和安装时间，只是安装的人员都是18岁左右的小年轻，不是很专业，不过服务挺好的，好评！,配送;服务;NULL;性价比;NULL;,可以;挺好;不是专业;高;好评;,1;1;-1;1;1;,
1582,是送人的，他非常喜欢,NULL;,喜欢;,1;,
1583,样子蛮吊，就是充电太慢,充电;,慢;,-1;,
1584,老人也想时髦，又舍不得太贵。挑来挑去选了这款手机！拿到手后老人跟满意，运行流畅，就玩个微信，拍照。足够了！续航能力还有待验证。,NULL;运行;手;NULL;NULL;,足够;流畅;满意;时髦;太贵;,1;1;1;1;-1;,
1585,可以接受好好,NULL;,可以;,1;,
1586,商品与包装部符合，也没有防伪码什么的可以查询，还非让自己去专柜验真伪了才同意退货,码;包装;,可以;符合;,1;1;,
1587,很好很好很好很好很好,NULL;,很好;,1;,
1588,一直用这个牌子，大宝小时候用这个牌子，小宝继续让她用，大爱。,NULL;,大爱;,1;,
1589,货都没收到，垃圾,NULL;,垃圾;,-1;,
1590,给朋友买的，不知道怎么样，应该不错的吧。,NULL;,不错;,1;,
1591,老牌子，口碑不错,口碑;,不错;,1;,
1592,这是家黑店&hellip;&hellip;骗人的&hellip;&hellip;,NULL;,黑店;,-1;,
1593,自己请人安装！安装服务太差！以后都不会买了,安装服务;,太差;,-1;,
1594,言而无信，多说浪费。,NULL;NULL;,浪费;言而无信;,-1;-1;,
1595,名不副实，放了4天了，蚂蚁就没有动过它，还是照样多,NULL;,名不副实;,-1;,
1596,用不上， 反正是送的,NULL;,用不上;,-1;,
1597,不错，价格好，东西不错，很值得，谢谢东哥哥,东西;NULL;NULL;价格;,不错;不错;值得;好;,1;1;1;1;,
1598,定型效果一般，没有广告的那么好,广告;定型效果;,好;一般;,1;0;,
1599,这次真的必须差评，都碎了，碎的都成渣渣了。京东这次真是让人失望，大家慎买。,NULL;京东;NULL;NULL;,渣渣;失望;差评;碎;,-1;-1;-1;-1;,
1600,颜色不太明显，我喜欢亮色的，跟商场色板的颜色不同,NULL;颜色;,喜欢;不明显;,1;0;,
1601,快递太慢太慢太慢太慢,NULL;快递;,慢;慢;,-1;-1;,
1602,差，，，，，,NULL;,差;,-1;,
1603,给朋友家宝宝的生日礼物，宝贝和妈咪都很喜欢，下次还会光临,宝贝;,喜欢;,1;,
1604,.宝贝收到，值，真是太好用啦！家人用了很喜欢，这次是第二次购买，值得推荐，价格实惠，是正品。[追评]真是太好啦！太好用啦！比其他牌子都好用，值得信赖，下次还来到这个店铺了。,NULL;NULL;NULL;牌子;NULL;NULL;价格;NULL;NULL;,正品;推荐;信赖;好用;喜欢;值得;实惠;好;好用;,1;1;1;1;1;1;1;1;1;,
1605,用后还是很顺滑的。。。。,NULL;,顺滑;,1;,
1606,原来好评都是刷出来的，今天到货一看，小一圈，根本不能用。罢了，*块的东西而已，退货还不够麻烦。更可笑的是送的一张膜也是小一圈。我说怎么这么便宜，原来处理残次品。大家慎购。,NULL;退货;膜;处理;NULL;,便宜;不够麻烦;可笑;残次品;好评;,1;1;-1;-1;1;,
1607,　<br/>价格便宜，赠品是鸡肋，太差了，还不如产品再做好些,NULL;赠品;,太差;鸡肋;,-1;-1;,
1608,小小小，这有一升多？超迷你装的,NULL;,迷你;,1;,
1609,如果可以选的话一星也不给，太垃圾了，我特意用了老长时间才来评价,NULL;NULL;,不可以;垃圾;,-1;-1;,
1610,果然是一分钱一分货，重量没有那么准确,重量;,没有准确;,-1;,
1611,联系卖家两次开发票了，一直没给开！差评！差评！差评！,NULL;,差评;,-1;,
1612,给婆婆买的手机很好用。很轻便,NULL;手机;,很轻;很好;,1;1;,
1613,好像没想象中的细腻,NULL;,细腻;,1;,
1614,买内存卡送的，使用方便。,NULL;,使用方便;,1;,
1615,以安装好，大小合适。安装师付不错挺负责。/1,安装;大小;安装;NULL;,好;合适;不错;负责;,1;1;1;1;,
1616,与描述的差距太大了，不像正品，质量一般。中评,NULL;NULL;质量;,中评;不正品;一般;,0;-1;0;,
1617,只能听不能说，差评,NULL;,差评;,-1;,
1618,不是特别满意，,NULL;,不是满意;,-1;,
1619,差评给京东，去年下的单现在都还没解决，只知道一个劲的叫我取消订单，没有积极解决问题的态度和能力，ZZZ无语(ｏ&acute;_｀ｏ)唉???但如能成为京东史上购买时间最长单也还是无比荣幸！谁有购买时间比我长的可以一起晒一晒！！！,京东;时间;NULL;NULL;解决问题;,差评;长;无语;可以;没有积极;,-1;1;-1;1;-1;,
1620,不好、鞋底防滑的花纹印的特别不好  次品。,NULL;NULL;花纹印;,次品;不好;不好;,-1;-1;-1;,
1621,京东让我很失望，钻石会员 年消费30万+ 买了几十台显示器，现在有一台出问题需要维修，售后居然说不是JD卖的产品（显示器串号查询不到，不是JD出售的，还说100%保证JD出售的产品箱子和显示器串号100%一致），可笑的是我上周再次买的4台显示器，其中一台串号对不上（显示器实物和箱子串号不对，你们还打电话给我说是失误导致，要求给我免费更换空箱子） 此问题不给解决，从此产品为差评。 客服代表：52731,产品;箱子;京东;要求;显示器;NULL;显示器;NULL;,差评;不对;失望;免费;可笑;保证;一致;对不上;,-1;-1;-1;1;-1;1;1;-1;,
1622,不错，第二次买了。纸很软,NULL;,不错;,1;,
1623,前几天温度35+，恰好上班的地方空调也坏了，想着京东的物流在电商是最快的就在6月29号中午下单，但是7月2号下午才到，居然用了四天。现在天气没那么热了，空调也修好了，必须要打个差评！,电商;空调;NULL;NULL;,快;坏;差评;恰好;,1;-1;-1;1;,
1624,还可以，就是面膜的膜型比较大,NULL;,还可以;,1;,
1625,[追评]本来准备从京东上买的，不过卖家服务很好，便从这里买了。发货速度很快，空调很棒，一下买了三台。很好，非常满意。,发货速度;NULL;空调;卖家服务;NULL;,很快;很好;很棒;很好;满意;,1;1;1;1;1;,
1626,噪音不算大，吸力还行。,吸力;,还行;,1;,
1627,根本没见到东西 发了个空袋子  说是处理这都半个月过去了 东西是不贵30多 可这是态度问题 现在都没联系过我 到底能不能行了 钱到手了 就不理我了,NULL;NULL;东西;,不能行;不理;不贵;,-1;-1;1;,
1628,涂抹之前可以先擦点润唇膏，不然有些干。颜色不错，很喜欢！,涂抹;NULL;NULL;颜色;,可以;不然干;喜欢;不错;,1;1;1;1;,
1629,以后会尽量不在京东上买东西，实在是太让人不爽了。,NULL;,不爽;,-1;,
1630,很满意的一次购物！在京东买的次数不多，不怎么熟悉流程，客服态度很好，有问必答。当地的客服也很棒，更换地址、安装什么的都很痛快。收货后第二天，京东家电活动，这款电视降价100，我联系客服后，马上就给我退回100元钱，心情很爽！以后买大家电就来这里了！,安装;购物;NULL;京东;客服态度;客服;心情;,很痛;满意;快;不多;很好;很棒;很爽;,-1;1;1;0;1;1;1;,
1631,已安装好，试用效果不错，安装师傅很认真，负责，耐心，安装得妥妥的，还演示如何使用，海尔的售后真是没得说，很满意。无论是产品，还是售后。感谢！,售后;效果;安装;安装师傅;NULL;NULL;NULL;,没得说;不错;好;认真;负责;耐心;满意;,1;1;1;1;1;1;1;,
1632,老人很喜欢。。。。。。。。,NULL;,喜欢;,1;,
1633,还可以，也好用,NULL;NULL;,还可以;好用;,1;1;,
1634,用了几天才来评价的，不错，没有网上说的那么多毛病,NULL;,不错;,1;,
1635,虽说是孩之宝的旗舰店但还是感觉像是假的高仿 本人买的威震天银色 该玩具的买的是手指可以活动 可这个玩具手指是固定的不能活动 其次外包装少了一个贴标是美国孩之宝的新标,外包装;玩具;感觉;NULL;,新;可以;假;高;,1;1;-1;1;,
1636,速度慢了，，，，，，，,速度;,慢;,-1;,
1637,两个涂起来都很清凉，但是唇膏的质地比较硬，我是说相对于其他曼秀雷敦的唇膏来说。绝对原装正品，超市买35，我一看价格才二十，当时就美得不行了，结果运费十块。。。。。运费好贵啊，不过还好送货挺快的,NULL;运费;NULL;送货;NULL;原装;质地;NULL;,清凉;好;还好;挺快;不行了;正品;硬;贵;,1;1;1;1;0;1;-1;-1;,
1638,包装差，物流慢，实物与图物差距大，很失望的一次网购。,包装;网购;物流;,差;失望;慢;,-1;-1;-1;,
1639,加热不均，一面没热呢啊，那面都糊了,加热;,不均;,-1;,
1640,还不错，就是小了点，只适合放卧室,卧室;NULL;NULL;,适合;不错;小了点;,1;1;-1;,
1641,挺好用的，比想象中的要大,NULL;,挺好;,1;,
1642,还是有点厚重,NULL;,厚重;,1;,
1643,我发现卓越上面其他网站的枪手太多太多了。我在卓越上面买了将近2年的东西，从来没有买到假货。 我买了这款洗面奶用了很舒服的，用完之后还很保湿，一点不紧绷。,东西;网站;洗面奶;NULL;NULL;,卓越;卓越;舒服;没有假货;不紧绷;,1;1;1;1;1;,
1644,不太满意，设计有问题,NULL;设计;,不满意;有问题;,-1;-1;,
1645,质量一般，没有想象的好,质量;NULL;,一般;没有好;,0;-1;,
1646,还行，就听朋友说，使用时间不长,NULL;,还行;,1;,
1647,产品不是描述的那样精制，为知为什么同时定购同样的产品不能同时到达。,描述;,精制;,1;,
1648,不错，还可以,NULL;NULL;,不错;还可以;,1;1;,
1649,给妈妈买的，妈妈很喜欢，送的礼物也很好,礼物;NULL;,很好;喜欢;,1;1;,
1650,给你，good， very good very good。,NULL;,good;,1;,
1651,mp京东，我下的单，平常都是价钱一样的，然后我买十个***限购五个****，然后我分开两个单下了，一个给我到了这个福永塘尾了，一个给我发的光明去了***si京东。。。恶心的京东。,京东;京东;,恶心;光明;,-1;1;,
1652,电视外观、画面都不错，自带的华数太坑了，果断再配个盒子。,华数;画面;,坑;不错;,-1;1;,
1653,很满意！安装入户！一点没费心！态度也好！选海尔就是选它的服务和售后！没有选错！老牌子值得信赖,NULL;态度;老牌子;NULL;NULL;,信赖;也好;值得;没费心;满意;,1;1;1;1;1;,
1654,非常大也非常好用,NULL;,好用;,1;,
1655,很满意。没毛病老铁,NULL;,满意;,1;,
1656,感觉有点干，不是很滋润，摸脸上真的好白，自然一点就好了,NULL;感觉;NULL;NULL;,不是滋润;干;自然;好;,-1;-1;1;1;,
1657,这个看包装盒就心凉了 ，条码扫不出来，二维码可以添加微信。 说明书上面也没有详细说明清洗是配合洗面奶还是干搓？还是洗面后直接红键按摩？关键是根本滑不动啊 电池不好买啊,电池;洗面奶;包装盒;NULL;NULL;说明书;,不好;干;心凉;可以;滑不动;没有详细;,-1;-1;-1;1;-1;-1;,
1658,自己动手贴的，没整好。膜还行。,膜;,还行;,1;,
1659,什么破玩意，根本都打不开，说明书介绍的更简单，看不懂，三无产品。,介绍;NULL;NULL;NULL;,简单;破;看不懂;打不开;,1;-1;-1;-1;,
1660,不太好用，质量太差了,NULL;质量;,不太好;太差;,-1;-1;,
1661,东西还没用，看着还不错，就是物流真快，比蜗牛快&hellip;,物流;NULL;看着;,真快;快;不错;,1;1;1;,
1662,"好好好,喜欢很喜欢妈妈也喜欢</br>",NULL;NULL;,喜欢;好;,1;1;,
1663,是非常满意的一次网购，荣耀8手机质量好，京东购买保证是正品。遇到活动下单价格实惠，而且配送速度快，值得表扬！,手机质量;购买;NULL;配送速度;网购;NULL;价格;NULL;,好;保证;正品;快;满意;表扬;实惠;值得;,1;1;1;1;1;1;1;1;,
1664,韩泰质量很差，服务很差，用了一年就有问题了，质保3年完全是空话，一句申请售后不通过，是你自己使用有问题，就没你什么事了，请大家购买时慎重考虑。真实例子，我自己车子原来4条轮胎是这个牌子，4年后4条全换也是这个牌子，唯独1条有问题就变成你使用有问题了，现在城市的路况这么好，使用习惯也有6年了，6年没违章和报保险，不可能说我使用习惯就突然变得很恶劣？我提出：第一，京东自营的商品为什么京东不能上门取件送去检测？第二，有没有第3方检测机构检测？不能自己卖自己检测吧？又是运动员又是裁判，难以令人信服吧？,NULL;使用;使用;NULL;质量;服务;NULL;NULL;,真实;有问题;恶劣;没保险;很差;很差;有问题;好;,1;-1;-1;-1;-1;-1;-1;1;,
1665,产品非常好。,产品;,好;,1;,
1666,保湿效果很好，晚上用很滋润，适合干性皮肤，还有春秋天干燥的季节,NULL;保湿效果;NULL;皮肤;,滋润;很好;干燥;适合;,1;1;-1;1;,
1667,水壶架！灯都裂了！最好能补回,灯;NULL;,裂;最好;,-1;1;,
1668,不好不好不好 快递员看我地址没看全。还要我打车去拿。 差评。,NULL;NULL;,不不好;差评;,1;-1;,
1669,[追评]帮朋友买的，他说用着还不错哦！,用着;,不错;,1;,
1670,公司一直使用，原装的，质量很好,质量;,很好;,1;,
1671,是给儿子买的，儿子说很好,NULL;,很好;,1;,
1672,现在用着还行  查了是官网的,用着;,还行;,1;,
1673,我们购买了产品，但是不会用，还需要高手指点，我们对京东极其厂家有信心有耐心，我们想一定可以达到完美的实用效果的！大巧方便！,厂家;美的;NULL;NULL;,耐心;实用;可以;方便;,1;1;1;1;,
1674,用完感觉皮肤干净很多，很舒服的，但是没有传说的那么玄乎。黑头和油脂粒还是存在的。,皮肤;NULL;NULL;,干净;舒服;很多;,1;1;1;,
1675,京东商城网购历史最恶心人一次，店家服务态度差得没法形容，因为买的陶瓷餐具，所以原则货到付款。下单3天后发现没到货于是查物流进展，发现根本没发货，于是主动致电商家确认我是坚持要货，店家服务态度慢条斯理答应发货，结果苦等10天还是没有发货，遂申请仲裁，4个工作日后，京东反馈仲裁工作人员已辞职，让我重新申请仲裁，折腾来去，稍后花了18天，最后货才到手，对此，京东只答应赔偿百分之三十货款，以京东豆形式返还&hellip;&hellip;这样的商家，这样的售后，这样的反馈时效，迟早玩完！网购6年经历的人对此已无力说啥好，只想晒出此情况，至少本家商家最好别买了，连基本的信用都没有！,网购;商家;网购;NULL;,恶心;最好;无力;好;,-1;1;-1;1;,
1676,差评差评   什么垃圾,NULL;NULL;,差评;垃圾;,-1;-1;,
1677,早已不是十多年前的美的电扇了，别的不是，分量就不一样，现在的轻的要命，噪音也不如以前安静了。换了一台还是那样，凑活用吧！图片上的是我家已经用了十几年最近坏了的美的电扇。,NULL;噪音;NULL;图片;,轻;不如安静;要命;坏;,1;-1;-1;-1;,
1678,很好吧，安装在平板上的，显示29.5G。用起来还不错！,用起来;NULL;,不错;很好;,1;1;,
1679,太差劲了，我看到是套件水冷扇与风扇一套999元，到这就是一个水冷扇，价格就相隔2天就下调了100元,NULL;,太差;,-1;,
1680,不喜欢   用了几天才知道   所以也没有办法了,NULL;,不喜欢;,-1;,
1681,性价比最高，配送安装准时，很喜欢！,NULL;安装;,喜欢;准时;,1;1;,
1682,效果不错的镜头纸,效果;,不错;,1;,
1683,多款手机适合使用，而且连接挺快，不足是杆太短，神器上的胶皮很快就脱胶,胶皮;手机;连接;NULL;杆;,很快;适合;挺快;不足;太短;,1;1;1;-1;-1;,
1684,非常好~~~~~~~~~~,NULL;,好;,1;,
1685,为什么魔术贴的国旗是绿色的，你们家国旗是绿的啊还有党旗也是绿色，真有意思,NULL;,有意思;,1;,
1686,是正品  对于这个手机来说很满意   反应快   第一次在网上买手机  没有失望  满意,NULL;反应;NULL;手机;NULL;,正品;快;没有失望;满意;满意;,1;1;1;1;1;,
1687,还行，但比起买的摩恩池盆，做工精致程度不在一个水平上。,做工;NULL;,精致;还行;,1;1;,
1688,总体来说还是不错的东西，美中不足是外面蹭了，商家多注意一下吧！喜欢,外面;总体;NULL;,美中不足;不错;喜欢;,0;1;1;,
1689,老妈一直觉得网上买电器物件太大，邮费高，易损坏，价格贵，冰箱到家老妈仔细查看觉得非常满意，给美的点赞！给京东点赞，,美的;冰箱;邮费;觉得;价格;京东;,点赞;仔细;高;满意;贵;点赞;,1;1;1;1;-1;1;,
1690,一般，同华为，三星相比还是有很大的差别。,NULL;三星;,一般;很大;,0;1;,
1691,给妈妈买的，她说挺好用，送货也快，提前送到了，岁数大的人还是喜欢用半自动的，好操作，送货师傅态度也好，给一百个赞?，非常满意,操作;送货;NULL;NULL;态度;NULL;NULL;,好;快;赞;挺好;也好;喜欢;满意;,1;1;1;1;1;1;1;,
1692,质量不好，有残次&hellip;&hellip;看着也不结实,看着;NULL;质量;,不结实;残次;不好;,-1;-1;-1;,
1693,宝贝非常好，真的是静音，一点声音也没有，而且刮的非常干净，是我想要的，值得购买！,购买;NULL;宝贝;NULL;,值得;静音;好;干净;,1;1;1;1;,
1694,难得换个贵点的沙宣，用了不超过五天就狂掉头发，吓死。宁愿折扣少些也要真货啊，亚马逊。,沙宣;,难得;,0;,
1695,今年9月的生产日期，包装袋里都是白色的粉末，是今年的新莲子吗？,NULL;,新;,1;,
1696,我感觉很不好，因为买来就是坏了,NULL;感觉;,坏;不好;,-1;-1;,
1697,简单适用。,NULL;NULL;,适用;简单;,1;1;,
1698,配送人员态度差，每次来送货都埋怨，我也不想每天都收一个，我一次下的订单，商家给配送的，关我屁事啊，你要是不爱送就换人送！,人员态度;送货;,差;埋怨;,-1;-1;,
1699,看评论都是五颗星，就觉得产品应该不错 ，打开后防震做的很好也送了试用装，还带着个纸条写着只要给好评五颗星，支付宝就有三元得返现，突然让我大失信心，不过查了防伪是真品,NULL;纸条;产品;做的;,真品;好评;不错;很好;,1;1;1;1;,
1700,抽油烟机噪音巨大，明显存在质量问题，申请售后，竞然说商品已安装影响二次销售不能退换贷，违反&ldquo;七天包退，十五天包换&rdquo;承诺，要求至少上门检测噪音，售后故意拖延不给解决。网上竞以好评送礼物骗人，可耻,NULL;质量问题;售后;NULL;噪音;,可耻;明显;拖延;好评;巨大;,-1;0;-1;1;0;,
1701,送朋友的，还比较划算,NULL;,划算;,1;,
1702,电视挺不错的，画质清晰，品质一流，挺满意的！,电视;画质;品质;NULL;,不错;清晰;一流;满意;,1;1;1;1;,
1703,不好，拆出来看下够够尺寸，结果大了，还不给换。太不好了，现在买来一直在家里没有用，后悔买这个了，以后直接去实体店买得了。,NULL;NULL;,不好;后悔;,-1;-1;,
1704,电视清晰 一直都用的乐视的 安装师傅也很快来给安装完,安装师傅;电视;,很快;清晰;,1;1;,
1705,挺不错的，给公司买的，同事超喜欢，礼品！品质很有保障！,品质;NULL;NULL;,保障;不错;喜欢;,1;1;1;,
1706,还可以，其他没什么。,NULL;,还可以;,1;,
1707,货发错，晕死,货;,发错;,-1;,
1708,还好吧,NULL;,还好;,1;,
1709,嘻嘻，不错。,NULL;,不错;,1;,
